ID_TAREFA,PRIORIDADE,DIFICULDADE,HORAS_PROD_MED,NIVEL_FOCO_MED,ESTRESSE_MED,HORAS_DORMIDAS_MED,SATISFACAO_MED,CARGA_TRABALHO_MED,TEMPO_CONCLUSAO_DIAS,ATRASO
1753,baixa,4.4,6.1,6.4,4.1,8.1,9.8,5.6,1.16,0
1754,baixa,1.2,6.9,8.0,5.6,8.8,6.6,8.3,0.78,0
1755,média,1.4,6.1,6.8,3.9,8.2,9.0,5.2,0.94,0
1756,média,9.6,6.7,6.0,3.7,8.3,4.6,8.5,5.41,1
1757,alta,5.0,7.3,7.9,8.4,7.2,6.6,7.8,6.73,1
1758,baixa,8.9,7.1,7.6,1.7,8.7,6.1,4.0,1.47,0
1759,baixa,3.3,6.6,8.3,4.3,8.2,8.2,4.6,0.5,0
1760,baixa,4.2,7.7,7.1,4.7,8.5,5.2,9.0,1.05,0
1761,baixa,7.3,6.9,7.4,3.2,6.8,7.6,5.7,2.43,0
1762,média,1.7,5.3,6.9,6.3,8.3,5.5,8.8,0.5,0
1763,baixa,6.9,8.0,6.5,8.4,7.4,7.3,6.4,2.44,0
1764,alta,9.9,9.0,7.0,4.8,7.3,6.6,5.7,7.25,0
1765,baixa,1.4,8.8,7.4,3.7,6.1,3.6,5.8,0.5,1
1766,média,4.0,5.2,8.5,4.9,8.3,6.9,6.0,2.33,0
1767,média,5.9,6.4,7.5,5.5,6.4,7.8,7.2,1.29,0
1768,baixa,9.4,8.7,9.3,5.1,7.6,5.5,4.7,1.32,0
1769,média,1.7,6.6,7.9,6.1,9.0,9.0,6.2,2.39,0
1770,baixa,4.5,7.2,6.2,6.0,7.0,7.2,6.9,0.78,0
1771,média,5.6,5.2,6.4,3.8,7.3,10.0,9.0,1.25,0
1772,alta,7.7,7.3,8.3,7.2,7.7,7.5,7.5,7.55,1
1773,alta,3.7,8.2,7.1,2.6,7.7,7.1,6.7,6.68,1
1774,alta,1.1,7.9,5.7,4.8,5.9,7.5,7.6,0.5,0
1775,alta,7.5,8.7,7.7,4.4,6.4,6.9,5.9,5.37,0
1776,baixa,4.3,4.7,7.5,6.9,7.4,6.6,4.9,1.5,1
1777,média,7.5,8.7,7.6,6.3,7.9,6.3,7.5,5.29,1
1778,baixa,1.4,7.5,7.7,5.1,8.7,5.6,5.9,0.5,0
1779,baixa,6.6,9.0,9.3,4.5,9.0,6.1,7.9,1.25,0
1780,baixa,1.6,5.5,6.6,3.6,6.3,7.8,8.1,0.95,1
1781,média,8.4,7.6,7.8,4.2,6.8,8.5,6.3,3.8,1
1782,média,3.4,8.9,7.0,5.3,7.0,8.1,8.0,1.47,0
1783,média,6.9,5.7,8.7,5.8,7.8,6.9,5.3,3.08,0
1784,baixa,5.2,7.2,6.6,6.6,6.9,5.1,8.3,2.54,1
1785,média,8.8,4.5,6.3,7.8,7.7,7.2,5.4,4.3,0
1786,baixa,2.4,6.2,7.0,4.0,7.6,5.6,6.3,0.5,0
1787,baixa,2.2,9.0,8.2,5.6,6.6,6.1,5.5,0.5,0
1788,alta,7.6,9.0,7.3,9.8,6.9,5.2,7.0,4.53,1
1789,média,8.2,8.0,7.8,4.8,8.4,5.6,6.7,3.08,0
1790,média,9.8,4.8,8.3,6.9,7.7,6.6,6.1,4.26,0
1791,baixa,6.5,8.8,7.7,3.8,8.1,5.8,8.4,1.46,1
1792,baixa,1.1,6.4,7.9,6.5,7.8,5.1,7.8,0.5,0
1793,média,9.6,8.2,8.5,4.4,6.9,8.8,8.9,3.14,1
1794,baixa,2.8,8.4,7.7,5.0,5.0,9.1,4.0,0.58,0
1795,média,6.7,4.8,7.3,3.0,8.9,8.6,5.1,7.0,0
1796,média,8.9,6.3,7.7,1.0,8.0,8.9,6.2,2.05,0
1797,média,8.6,3.8,7.7,5.1,7.3,8.0,6.5,2.82,0
1798,média,9.1,5.2,8.6,3.5,8.4,7.6,5.8,2.22,1
1799,baixa,5.0,5.7,9.8,1.8,6.9,10.0,8.2,0.5,0
1800,baixa,4.4,5.1,7.9,4.8,7.1,8.9,6.7,1.11,0
1801,média,3.8,7.4,7.4,5.5,6.9,8.7,5.1,3.21,0
1802,baixa,2.9,6.9,9.2,2.6,8.0,5.5,4.1,0.5,0
1803,alta,9.7,9.0,5.2,2.3,6.5,7.8,6.4,8.17,1
1804,baixa,1.1,7.6,7.5,5.4,6.2,5.2,6.0,0.5,0
1805,média,4.4,7.9,6.6,7.6,6.7,4.4,7.5,2.39,0
1806,média,3.8,9.0,7.5,4.1,7.5,8.7,9.0,3.77,0
1807,média,1.6,6.0,6.0,6.2,8.4,9.0,7.8,2.97,0
1808,baixa,4.8,6.4,6.7,8.1,8.7,5.1,9.0,1.51,0
1809,média,5.9,5.6,8.6,9.1,7.9,9.9,6.3,3.77,1
1810,baixa,2.6,5.4,7.2,6.9,7.7,7.8,5.9,1.27,0
1811,baixa,3.1,5.9,7.5,4.1,5.9,6.7,9.0,0.58,0
1812,alta,10.0,6.7,6.7,3.6,7.4,6.9,4.6,10.37,0
1813,baixa,9.8,3.9,7.9,4.0,6.1,5.9,5.1,2.24,0
1814,alta,2.9,7.4,8.7,5.4,6.9,7.8,5.5,0.94,1
1815,baixa,8.3,6.6,6.9,1.0,6.1,6.8,5.0,0.96,0
1816,alta,1.1,5.9,6.6,2.6,7.3,6.9,6.2,0.5,0
1817,média,5.6,5.7,7.3,6.6,8.6,10.0,4.3,2.81,0
1818,alta,7.9,6.9,7.5,4.1,5.7,7.8,4.0,6.19,1
1819,média,3.5,9.0,8.6,8.8,7.7,3.0,5.3,2.54,0
1820,média,10.0,7.2,9.1,4.9,8.5,5.7,6.3,4.33,0
1821,média,1.7,5.6,6.7,5.0,6.6,6.1,7.0,2.51,0
1822,baixa,5.5,6.1,9.4,6.5,8.6,5.9,5.6,1.29,0
1823,baixa,5.5,9.0,7.6,5.0,8.1,4.5,7.8,1.0,0
1824,média,7.6,8.6,8.3,1.5,7.0,5.3,5.6,3.14,0
1825,média,6.0,6.3,9.9,1.0,8.7,6.5,5.8,3.84,0
1826,alta,1.5,7.5,9.1,1.7,7.2,8.7,5.5,3.08,0
1827,alta,8.9,9.0,7.3,5.3,7.8,6.8,7.7,3.69,0
1828,baixa,4.9,8.2,7.8,3.6,7.5,6.1,4.6,0.77,1
1829,baixa,3.4,8.6,6.1,5.6,9.0,7.3,6.9,0.5,0
1830,média,5.5,6.3,8.0,2.7,6.7,4.8,7.6,3.65,0
1831,baixa,9.5,7.4,7.2,7.4,7.4,7.1,4.5,2.21,0
1832,alta,6.1,6.5,5.8,5.3,6.9,7.3,9.0,5.42,0
1833,média,3.0,6.0,8.1,5.5,7.2,7.4,4.0,3.8,0
1834,média,7.4,6.3,6.8,4.5,5.0,6.8,6.0,2.25,0
1835,baixa,7.7,4.5,6.7,4.8,6.9,7.6,6.0,2.28,0
1836,média,2.7,5.1,9.0,4.1,5.0,6.1,4.0,0.5,1
1837,média,8.9,8.0,6.7,4.7,7.3,4.7,5.9,2.87,1
1838,baixa,2.4,7.8,6.6,7.0,6.1,6.5,4.7,0.5,1
1839,alta,6.4,6.9,7.9,4.5,7.8,5.6,6.7,2.93,0
1840,baixa,1.7,7.8,8.8,4.9,5.2,9.8,6.7,0.5,0
1841,média,4.9,8.7,6.4,6.3,7.7,4.8,6.5,2.16,0
1842,baixa,6.7,7.1,5.7,4.9,7.1,5.3,6.3,3.14,0
1843,alta,1.0,5.9,7.3,1.4,5.6,7.1,5.2,0.5,0
1844,média,3.1,6.9,7.6,5.2,6.3,5.5,8.8,4.09,0
1845,média,6.8,7.0,10.0,6.6,9.0,6.9,6.4,4.4,0
1846,baixa,3.9,9.0,8.8,4.6,5.8,9.0,7.9,0.5,1
1847,média,6.2,4.3,7.8,3.8,5.5,6.4,7.2,3.42,1
1848,baixa,3.6,7.5,7.7,2.5,7.7,5.7,7.6,0.5,0
1849,alta,3.1,7.3,7.4,4.5,7.9,7.2,7.6,3.33,0
1850,baixa,9.0,8.4,6.5,6.3,6.2,3.0,8.2,3.22,1
1851,alta,2.7,7.4,8.0,2.5,7.1,5.9,4.7,0.5,0
1852,média,2.0,5.3,6.5,5.1,8.3,5.5,6.2,2.18,0
1853,média,5.7,6.4,8.2,4.4,7.9,7.0,4.2,3.43,0
1854,média,10.0,6.8,6.0,1.4,7.9,6.7,4.9,2.49,0
1855,baixa,8.6,5.3,7.3,3.9,7.9,6.5,7.1,1.35,0
1856,média,8.0,4.2,6.9,3.0,7.8,6.7,7.6,1.17,1
1857,alta,5.9,8.9,5.7,2.8,8.4,7.8,8.7,5.97,0
1858,média,9.0,5.2,6.2,7.0,6.6,5.2,4.5,4.52,0
1859,média,9.6,9.0,7.0,5.5,7.8,10.0,5.8,4.91,0
1860,média,9.9,6.5,5.9,4.7,6.6,9.9,5.0,5.39,1
1861,média,4.5,3.0,7.5,6.8,6.6,7.1,8.5,2.99,0
1862,baixa,1.1,7.8,7.0,3.5,7.8,8.2,5.1,0.5,0
1863,média,7.0,6.6,8.0,3.9,6.7,8.7,7.5,5.56,0
1864,média,4.4,7.8,8.1,8.7,6.6,5.2,6.1,3.35,0
1865,alta,2.7,7.4,6.3,4.1,6.1,10.0,9.0,3.86,0
1866,média,4.2,4.4,7.3,4.1,7.4,7.2,7.5,2.1,0
1867,baixa,3.0,6.2,7.7,3.5,7.1,4.9,4.0,0.5,0
1868,baixa,5.5,4.0,6.5,4.4,8.4,7.5,5.1,2.08,0
1869,alta,4.2,5.4,7.7,4.6,6.0,7.0,6.6,6.39,1
1870,média,8.2,6.3,6.6,1.4,6.9,7.5,5.0,2.77,1
1871,média,9.9,5.8,5.9,4.5,6.8,8.4,7.1,5.43,0
1872,média,7.5,5.7,7.1,5.3,6.6,8.7,6.3,4.16,0
1873,baixa,5.7,8.5,8.9,4.2,8.0,9.2,7.5,3.13,0
1874,alta,2.2,9.0,7.0,2.6,7.6,8.7,8.7,2.66,0
1875,baixa,9.1,7.8,5.6,3.9,5.5,7.2,8.6,4.15,0
1876,alta,9.6,6.4,7.9,5.2,6.2,4.9,8.1,7.72,1
1877,baixa,5.8,9.0,4.5,4.8,7.5,9.4,8.2,3.18,0
1878,média,4.9,7.2,7.5,5.0,8.7,7.2,6.2,3.34,0
1879,baixa,1.8,6.8,6.9,6.0,6.4,8.7,4.0,0.5,1
1880,baixa,7.1,8.0,7.7,3.5,7.8,7.0,8.8,0.5,0
1881,alta,4.6,6.8,7.5,1.0,8.6,6.1,6.7,3.57,0
1882,baixa,7.2,6.1,7.9,4.4,6.5,8.8,7.2,0.81,1
1883,baixa,5.6,7.7,7.9,8.0,7.5,9.3,4.2,0.91,1
1884,média,3.3,8.8,8.9,6.5,6.6,5.9,6.8,1.06,0
1885,média,8.8,5.5,6.2,5.9,7.3,4.6,8.1,4.87,0
1886,média,2.8,7.1,7.0,3.7,7.8,10.0,5.5,2.92,0
1887,baixa,9.6,5.2,8.0,2.7,5.7,7.8,6.0,3.54,1
1888,alta,4.6,6.3,6.0,8.3,6.8,8.5,5.7,2.93,0
1889,alta,2.5,5.3,8.8,4.4,8.4,7.7,5.6,3.34,0
1890,média,5.4,6.3,4.5,4.0,8.2,7.9,5.0,3.54,0
1891,alta,5.4,7.8,7.1,3.9,6.8,6.9,7.4,2.1,0
1892,média,7.8,7.0,5.9,5.9,8.3,4.3,5.4,4.98,0
1893,alta,7.3,6.0,7.9,4.0,6.0,5.2,5.4,6.78,1
1894,média,3.8,7.4,8.8,1.4,6.9,6.7,7.7,1.72,0
1895,média,2.7,3.0,6.3,5.8,8.4,3.9,6.5,3.0,0
1896,média,6.9,4.7,9.2,3.8,7.1,8.2,4.0,5.46,0
1897,baixa,7.3,5.5,9.3,6.3,7.7,7.8,9.0,1.34,1
1898,média,3.2,8.9,8.1,7.7,7.3,8.9,7.0,0.5,1
1899,alta,1.0,7.2,6.7,5.9,7.9,7.1,6.2,1.18,0
1900,média,3.2,4.4,7.0,4.1,7.5,6.3,8.1,2.52,0
1901,baixa,8.1,6.6,6.1,3.7,8.8,7.1,7.7,2.95,1
1902,baixa,5.1,4.0,6.8,1.9,8.5,4.0,5.4,2.11,0
1903,média,8.4,7.4,8.7,4.3,7.5,7.4,6.9,4.3,0
1904,média,9.0,7.7,6.8,4.4,7.1,6.6,8.3,2.38,0
1905,alta,9.3,9.0,8.0,3.2,7.1,8.3,6.0,6.3,1
1906,baixa,4.9,7.4,8.9,2.4,7.8,5.4,7.7,0.85,0
1907,alta,5.8,6.9,7.6,1.0,5.1,5.7,5.4,0.98,0
1908,alta,3.6,8.1,6.7,1.4,8.8,7.7,8.7,2.37,0
1909,baixa,2.3,6.8,8.4,5.9,7.7,7.0,6.4,2.06,0
1910,média,9.3,8.1,7.8,6.2,6.9,7.7,7.4,5.61,1
1911,baixa,5.3,6.0,7.4,5.8,5.9,6.2,7.1,1.59,0
1912,baixa,1.9,8.5,6.2,5.0,7.8,5.2,7.9,0.5,0
1913,média,4.3,8.3,7.2,4.1,7.2,7.6,7.4,1.76,0
1914,alta,6.2,9.0,5.2,4.0,7.7,6.3,6.3,7.29,0
1915,baixa,7.1,5.6,7.4,4.6,7.6,6.9,5.3,3.5,0
1916,alta,7.6,7.8,8.3,4.4,7.5,6.6,6.1,9.36,1
1917,baixa,8.3,9.0,7.0,7.2,9.0,5.5,7.1,2.41,1
1918,média,4.6,6.3,7.7,5.6,6.8,7.9,8.1,2.47,0
1919,baixa,8.6,3.8,7.1,4.3,6.9,8.1,7.5,1.91,0
1920,baixa,5.2,8.0,6.8,4.8,6.8,5.8,7.3,3.23,0
1921,baixa,8.0,9.0,7.9,1.2,8.8,5.5,4.5,2.52,1
1922,baixa,8.7,6.2,7.6,1.8,7.2,8.5,7.8,2.04,0
1923,baixa,1.2,7.3,8.5,2.9,7.6,4.6,9.0,0.79,0
1924,baixa,1.8,8.8,7.0,3.7,6.0,5.9,7.7,0.66,0
1925,média,5.3,5.2,7.6,3.1,7.5,7.5,7.7,2.81,0
1926,alta,7.9,7.4,7.6,4.6,5.0,8.3,8.7,3.55,1
1927,média,2.1,7.1,8.9,6.0,6.5,5.9,7.8,0.5,0
1928,alta,9.7,6.8,6.9,5.6,5.6,5.9,6.8,9.46,1
1929,média,5.5,7.8,7.5,6.2,7.7,8.5,5.9,3.35,1
1930,alta,7.6,5.5,7.2,4.1,7.7,5.1,4.7,6.62,1
1931,média,6.5,4.4,5.6,3.3,6.2,7.9,5.7,4.1,1
1932,média,9.4,6.2,8.8,3.8,7.6,5.3,4.9,4.25,0
1933,alta,8.3,6.1,7.0,5.3,6.5,6.3,7.1,3.67,0
1934,baixa,3.4,5.1,6.7,3.8,7.4,5.8,4.0,1.81,0
1935,baixa,7.0,8.9,6.2,5.1,8.8,8.3,7.2,3.07,0
1936,alta,5.5,5.7,9.1,9.6,8.2,5.2,6.9,3.81,0
1937,alta,9.3,7.7,7.6,5.6,8.5,7.1,6.0,8.3,1
1938,baixa,4.0,6.0,8.2,3.3,5.8,5.5,4.1,1.39,1
1939,alta,2.2,9.0,7.4,8.5,5.8,8.5,7.7,6.73,0
1940,baixa,4.3,9.0,5.9,4.5,7.5,6.9,6.7,1.68,0
1941,média,7.1,6.1,8.3,2.7,7.6,8.9,5.4,0.5,1
1942,baixa,9.0,7.0,7.3,5.9,7.0,9.0,6.9,2.09,0
1943,baixa,3.1,8.0,10.0,5.6,9.0,6.3,7.4,1.03,0
1944,baixa,8.1,6.0,7.6,5.2,8.0,8.1,7.2,1.55,0
1945,média,3.7,9.0,7.3,6.5,5.9,5.3,6.8,0.81,0
1946,baixa,3.0,6.6,6.9,6.3,7.8,6.9,7.7,1.24,0
1947,alta,2.1,6.3,7.2,1.6,7.9,6.5,6.9,1.16,0
1948,baixa,3.0,6.5,9.0,4.9,7.0,4.1,7.9,0.95,0
1949,média,5.8,7.0,7.4,2.7,7.3,4.3,6.8,3.92,0
1950,média,4.0,5.0,9.3,4.5,6.6,8.8,7.5,2.2,0
1951,média,4.7,3.6,6.6,8.4,6.4,7.4,5.4,1.6,1
1952,baixa,6.9,7.1,5.8,3.0,7.3,6.9,6.3,2.07,0
1953,alta,9.9,8.9,5.1,5.9,6.9,7.1,7.9,6.79,0
1954,baixa,9.1,7.2,8.3,9.4,9.0,8.0,4.0,2.76,0
1955,baixa,10.0,6.3,8.1,5.5,7.7,7.4,6.5,2.94,0
1956,baixa,3.4,6.6,7.2,4.3,8.0,7.3,5.8,0.5,0
1957,baixa,9.7,8.4,8.0,4.8,5.8,6.9,4.7,1.52,0
1958,baixa,5.8,6.8,7.2,8.0,6.7,4.4,5.2,2.61,0
1959,média,2.1,4.7,7.8,3.2,8.8,9.0,6.7,0.5,0
1960,média,2.7,9.0,6.6,6.4,7.8,8.6,9.0,2.08,0
1961,média,8.4,6.7,7.7,3.6,6.2,5.6,8.6,3.36,0
1962,baixa,3.6,8.4,8.6,1.9,5.4,6.5,6.6,0.5,0
1963,média,4.8,7.3,8.8,5.0,6.7,5.5,4.6,3.44,0
1964,baixa,6.9,7.5,8.5,6.1,6.1,5.4,5.5,1.46,1
1965,média,7.3,8.3,6.5,4.0,7.9,6.4,4.3,4.62,1
1966,baixa,7.2,9.0,8.0,4.9,7.4,7.7,7.1,2.64,1
1967,média,3.8,7.9,8.6,5.8,6.6,5.1,4.4,5.26,0
1968,alta,6.4,7.1,8.2,2.9,6.6,8.7,5.9,2.05,1
1969,baixa,9.9,4.6,7.8,4.4,8.6,6.6,4.7,1.67,1
1970,baixa,1.8,7.3,6.2,6.0,5.4,5.5,7.5,1.1,1
1971,média,7.5,9.0,8.5,6.9,7.9,6.7,7.3,4.82,1
1972,baixa,2.0,8.1,10.0,6.3,7.3,4.7,6.8,1.82,0
1973,alta,2.7,6.2,9.4,3.7,8.8,6.4,7.0,0.5,0
1974,média,8.0,9.0,6.1,2.1,6.3,10.0,5.3,2.03,0
1975,baixa,4.7,8.9,7.5,3.3,5.6,8.1,5.9,0.5,1
1976,alta,8.7,5.9,8.3,2.2,6.9,7.7,7.8,6.43,1
1977,média,1.5,8.2,7.3,3.9,5.7,6.9,8.8,1.41,1
1978,alta,1.6,6.5,7.7,9.5,7.3,4.7,6.3,0.68,1
1979,média,4.7,5.9,7.8,4.9,8.1,5.5,6.2,1.57,0
1980,média,3.4,7.2,8.9,6.8,7.0,5.3,6.9,2.55,1
1981,baixa,4.3,6.9,7.8,5.8,6.8,6.3,5.7,1.4,0
1982,baixa,2.8,7.1,6.5,4.0,7.9,5.1,7.5,1.11,0
1983,alta,3.2,9.0,6.7,3.8,7.6,8.5,7.8,4.38,1
1984,média,1.6,8.0,7.1,1.0,7.0,5.8,7.1,0.5,0
1985,média,1.9,7.1,10.0,3.5,5.9,5.5,6.2,0.7,0
1986,alta,1.7,7.8,6.4,7.5,8.1,9.3,5.3,3.15,1
1987,alta,8.1,7.6,8.4,5.6,7.9,7.3,6.5,2.5,0
1988,baixa,5.9,7.6,8.0,2.9,8.7,8.7,8.2,1.16,0
1989,baixa,7.8,6.7,7.6,4.2,6.0,9.6,5.6,2.79,0
1990,baixa,7.0,5.9,7.9,5.8,8.0,7.0,6.0,1.65,0
1991,média,7.6,7.7,7.9,4.5,6.8,6.8,8.3,4.59,1
1992,alta,9.0,7.5,6.0,6.4,5.0,7.1,6.1,8.3,1
1993,média,4.8,5.6,9.4,9.2,7.4,7.1,9.0,3.75,0
1994,alta,5.1,6.9,7.0,4.8,7.9,9.5,6.3,1.11,0
1995,média,1.4,5.5,6.6,6.7,7.4,6.5,7.4,3.87,1
1996,alta,2.0,5.3,7.7,6.5,7.8,8.3,5.3,2.19,0
1997,média,4.2,9.0,9.4,2.5,7.2,8.2,5.5,4.29,0
1998,média,6.5,6.4,8.1,7.3,8.0,6.7,8.5,2.13,1
1999,baixa,1.8,6.8,6.4,3.8,7.2,6.9,7.4,0.82,0
2000,média,2.7,7.4,9.0,3.0,9.0,9.7,6.2,0.84,0
2001,baixa,5.4,8.1,7.2,5.1,6.4,7.2,7.5,0.9,0
2002,alta,4.2,6.9,7.2,3.9,6.9,5.1,7.7,1.47,0
2003,média,4.0,8.4,7.6,2.2,5.1,6.8,6.8,3.8,0
2004,média,3.0,7.7,6.8,6.2,7.7,6.2,6.5,5.38,1
2005,média,6.4,7.4,8.0,4.7,7.3,9.6,5.7,2.59,0
2006,baixa,9.7,6.9,7.0,2.5,8.3,4.9,8.0,1.81,0
2007,média,4.0,7.1,9.0,4.4,7.2,6.9,6.0,0.5,0
2008,alta,3.7,5.6,7.0,1.5,5.7,6.7,5.4,0.5,0
2009,média,9.0,6.6,8.2,4.1,5.8,6.8,4.0,5.24,0
2010,baixa,2.7,6.3,7.5,6.1,8.9,9.1,4.2,0.5,0
2011,baixa,3.3,6.3,6.0,4.1,9.0,6.5,8.0,0.88,0
2012,média,1.3,5.7,7.9,4.0,7.6,4.4,5.1,1.22,0
2013,baixa,2.0,6.3,8.7,7.0,5.7,6.9,5.7,0.5,0
2014,alta,4.9,6.8,8.4,4.5,6.6,8.5,5.5,2.93,0
2015,baixa,2.7,9.0,7.4,2.5,8.0,5.2,5.4,2.55,0
2016,baixa,5.7,9.0,7.5,6.9,6.7,6.2,4.5,1.54,0
2017,média,8.9,6.1,7.0,8.4,7.2,9.6,6.9,4.96,1
2018,baixa,6.1,7.4,6.8,7.0,7.9,6.8,7.2,1.9,0
2019,média,1.1,7.4,7.4,7.4,9.0,8.4,6.8,2.76,1
2020,baixa,5.2,6.7,6.8,7.7,7.3,7.5,7.3,3.01,1
2021,baixa,8.2,6.2,7.1,4.6,7.3,7.4,4.0,2.28,1
2022,alta,6.0,9.0,7.0,5.5,8.7,7.2,7.6,9.92,1
2023,média,9.6,6.3,7.4,3.4,7.4,7.5,5.6,4.85,1
2024,média,5.2,8.3,9.2,3.0,8.1,6.2,7.2,5.28,0
2025,média,7.9,6.7,7.7,3.9,5.4,4.1,8.4,2.65,0
2026,alta,7.2,6.3,7.2,5.5,7.1,7.5,5.3,8.79,0
2027,média,7.8,5.9,6.1,2.5,6.1,5.6,6.0,3.43,1
2028,baixa,3.6,5.6,9.5,3.0,7.7,9.0,4.8,0.57,0
2029,alta,5.6,6.3,6.8,5.2,5.7,6.2,7.6,6.53,1
2030,baixa,9.6,7.8,8.5,1.3,6.7,6.5,6.3,2.3,0
2031,alta,7.0,8.8,8.2,7.2,8.3,7.7,5.4,5.92,0
2032,média,4.8,5.7,8.4,4.0,8.4,5.6,6.2,0.5,0
2033,média,8.8,8.3,6.5,8.6,7.3,7.6,5.5,3.0,1
2034,baixa,1.4,8.4,6.6,1.1,7.4,8.4,7.8,0.5,0
2035,baixa,9.9,7.6,6.9,1.8,5.6,6.2,6.5,2.83,0
2036,alta,1.0,7.5,8.9,7.4,8.1,10.0,7.0,2.76,0
2037,média,2.8,7.1,7.2,2.7,9.0,7.0,9.0,1.35,0
2038,média,1.7,6.8,10.0,4.3,6.6,8.1,8.2,0.5,0
2039,baixa,7.6,7.6,7.6,4.2,7.5,7.2,4.0,2.09,0
2040,média,7.8,3.1,6.3,4.4,7.7,5.2,6.5,3.86,1
2041,baixa,3.6,6.4,6.6,6.2,7.3,5.0,6.6,1.64,0
2042,média,1.8,8.0,6.3,7.8,8.6,3.1,5.9,1.39,1
2043,média,2.0,5.3,7.5,7.6,5.8,6.5,4.0,2.69,0
2044,alta,2.2,7.8,6.6,7.9,7.8,6.8,7.9,2.03,0
2045,média,3.1,6.3,6.6,4.2,9.0,8.9,5.2,5.56,0
2046,alta,8.0,7.2,7.9,7.7,7.1,7.2,6.0,8.13,1
2047,baixa,5.8,6.7,6.7,7.7,9.0,7.6,4.6,2.3,0
2048,alta,1.9,5.6,6.4,7.2,5.3,4.5,6.4,0.81,1
2049,baixa,5.6,8.5,5.9,3.8,6.9,7.0,7.0,0.69,0
2050,baixa,6.9,8.9,8.7,6.0,8.1,8.5,8.0,2.93,1
2051,baixa,3.3,7.3,7.0,5.5,8.3,5.9,7.1,0.5,0
2052,baixa,9.4,5.8,7.8,3.8,8.1,6.8,5.1,3.08,1
2053,baixa,2.9,7.1,8.1,4.2,7.6,6.5,8.8,0.94,0
2054,média,3.1,4.9,6.1,2.6,5.9,6.7,8.3,0.76,0
2055,baixa,9.8,8.4,8.6,6.6,7.0,8.3,5.6,2.61,1
2056,baixa,8.7,8.4,8.4,1.9,6.7,5.4,4.0,1.42,0
2057,baixa,3.3,6.0,8.8,5.7,6.6,6.5,5.5,1.93,0
2058,média,8.6,7.7,8.0,7.6,7.2,6.4,5.6,4.72,1
2059,alta,9.4,6.3,9.8,7.5,7.6,7.8,6.8,0.62,1
2060,alta,4.1,7.2,7.2,3.1,8.6,4.5,7.9,7.0,1
2061,baixa,4.2,5.0,7.8,4.3,7.7,7.0,7.1,0.5,0
2062,média,4.2,7.1,8.2,7.3,7.0,6.4,6.6,1.84,0
2063,média,9.7,4.4,8.2,6.7,6.4,9.8,9.0,4.54,0
2064,baixa,5.8,8.2,5.8,5.1,6.1,6.5,8.9,2.34,0
2065,média,9.2,7.3,7.9,6.7,7.1,6.3,6.8,4.03,0
2066,baixa,6.3,6.5,6.9,3.6,8.0,5.4,8.3,2.24,0
2067,baixa,6.5,8.6,8.3,7.0,7.5,7.9,7.1,2.29,0
2068,baixa,3.6,6.6,8.2,5.5,6.5,8.0,4.4,0.5,0
2069,média,5.0,8.8,7.6,2.3,7.4,4.5,4.7,0.87,0
2070,baixa,4.3,8.0,7.8,5.0,7.0,7.9,7.4,2.44,0
2071,baixa,8.1,8.3,8.5,6.0,7.1,7.8,6.8,1.12,0
2072,média,3.9,5.6,9.0,2.0,5.7,5.4,6.2,5.97,1
2073,baixa,8.9,7.2,6.8,5.9,7.3,6.5,6.5,1.64,0
2074,baixa,3.8,6.1,6.5,6.0,6.7,7.7,8.8,0.62,0
2075,média,1.3,7.4,6.8,3.8,7.1,8.5,7.0,2.86,0
2076,baixa,5.9,8.1,8.9,4.3,5.6,6.9,5.2,1.41,0
2077,média,6.7,5.3,6.8,3.9,6.9,9.3,9.0,5.91,0
2078,média,2.8,7.8,7.0,4.7,8.4,6.6,5.0,2.48,0
2079,baixa,5.8,7.5,6.9,1.2,8.1,7.0,5.8,1.19,0
2080,média,3.0,4.2,6.9,3.8,6.0,6.1,6.7,0.5,0
2081,média,9.8,6.4,6.5,5.0,7.8,6.3,8.6,6.39,0
2082,média,1.7,8.3,7.7,4.8,6.1,6.3,4.0,0.5,0
2083,média,2.2,9.0,7.5,5.9,7.5,6.9,9.0,2.05,1
2084,baixa,6.0,8.6,7.8,4.8,8.5,9.8,4.3,1.63,1
2085,baixa,9.4,7.8,7.0,4.6,7.6,7.3,5.9,2.05,0
2086,baixa,8.3,5.1,8.2,9.3,6.8,6.5,7.7,2.64,0
2087,baixa,8.9,6.5,7.3,5.1,6.7,5.7,5.8,1.48,1
2088,baixa,3.2,5.5,6.5,9.1,6.0,9.8,7.4,3.26,1
2089,baixa,4.3,4.5,7.4,6.1,7.0,8.6,7.0,0.5,0
2090,média,8.3,5.6,7.7,2.1,7.0,7.0,6.7,4.08,0
2091,baixa,4.0,7.6,10.0,5.8,8.0,8.2,7.5,1.13,0
2092,média,5.0,7.3,8.2,4.1,6.6,5.7,7.6,3.96,0
2093,média,2.9,7.2,8.2,1.0,6.5,6.3,4.7,1.83,0
2094,média,5.9,8.6,8.9,6.7,7.1,6.2,4.5,3.1,0
2095,baixa,5.4,8.8,6.1,3.9,7.5,8.8,6.8,3.25,0
2096,média,9.2,6.3,7.3,7.2,7.7,8.1,6.7,2.14,0
2097,alta,2.8,7.4,7.7,4.9,5.0,9.1,4.1,2.53,1
2098,baixa,8.6,6.2,6.5,2.1,6.4,5.9,6.5,1.75,0
